|,|__id,|__title,|__date,|__dateObj,|__instructor,|__onedriveLink,|__section
,25,No Topic Entered,"Mar 17, 2025",17/03/25,CHITTARANJAN HOTA,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EXb25pKgdxtFr_34M943rL8B1f6CIo1r9PcPDWwNcLggUg?nav=eyJyZWZlcnJhbEluZm8iOnsicmVmZXJyYWxBcHAiOiJPbmVEcml2ZUZvckJ1c2luZXNzIiwicmVmZXJyYWxBcHBQbGF0Zm9ybSI6IldlYiIsInJlZmVycmFsTW9kZSI6InZpZXciLCJyZWZlcnJhbFZpZXciOiJNeUZpbGVzTGlua0NvcHkifX0&e=rAptzr,
CS F363,1,Introduction,"Jan 07, 2025",07/01/25,Raghunath Reddy M,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EWkGDcctCJRCpo3-_8ofj4kBlNI5afOoUr2ZR7h9j9_5Zw,
,2,Lexer_Scanner,"Jan 09, 2025",09/01/25,Raghunath Reddy M,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EX5UM-0EptJAqUH5qeg3_74B_uC1Nu-jkahKdhLONhMlcw,
,3,Recognization Of Tokens,"Jan 10, 2025",10/01/25,Raghunath Reddy M,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EXFQmBFWi61GmL40_vhVQXAB3FWAhVZh5rQgHaGM9i_W3Q,
,4,Lexical Errors And Parsing,"Jan 16, 2025",16/01/25,Raghunath Reddy M,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EUlazgQ6Dm9BnPfwB82wCCwBVqrwfddddT3ninWDdm0NJw,
,5,No Topic Entered,"Jan 21, 2025",21/01/25,Raghunath Reddy M,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EVP5rEdgZV1Gpk1oUfJtKEwBWOdGbJoN6Qv4Yd-GvdbVgA,
,6,No Topic Entered,"Jan 23, 2025",23/01/25,Raghunath Reddy M,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EXPQl_U3oRRCjaRZz2rDLuwBS9N45w_9l_VjHYrQg9mL6g,
,7,No Topic Entered,"Jan 28, 2025",28/01/25,Raghunath Reddy M,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EfzBDiulOAJOljh58I0hESsBhoaNoa_rynax0-39KNt9hA,
,8,No Topic Entered,"Jan 30, 2025",30/01/25,Raghunath Reddy M,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EdRBMjZsvqVIiLEM8-KQsIMBIvoCU204Djz-eQ6aM6DyGg,
,9,Error Handling,"Feb 04, 2025",04/02/25,Raghunath Reddy M,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/Ee6HhQ192lxNvPDZK5OKTKQB42n4y47RUp7gOmMktCe5AQ,
,10,Bottom Up Parsing,"Feb 06, 2025",06/02/25,Raghunath Reddy M,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/ESRWbEnx8gBGl-MRqqtz9iQB9iIj9W0ldouFcXQjtJjEVA,
,11,LR(0) Item Sets,"Feb 11, 2025",11/02/25,Raghunath Reddy M,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EWYC_D3wOQBIr_sG2dLzv3YBWEKQAwnSH9aJP4535mKKSw,
,12,LR(0) Automaton & SLR(1),"Feb 13, 2025",13/02/25,Raghunath Reddy M,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/ETnwVu9F2FBIk2qZeXbQb9gBU_r1HnUEZmXF1ySGT_qZGg,
,13,No Topic Entered,"Feb 18, 2025",18/02/25,Raghunath Reddy M,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EWUXuFULL5lLqByrs7JqeKMBCMMf7AK_WztKiKC7RJIQ1Q,
,14,No Topic Entered,"Feb 20, 2025",20/02/25,Raghunath Reddy M,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EfpUxAhPgIdGtbhwiz5uZqQB-S66O9gplneEUDwUpRBGow,
,15,No Topic Entered,"Feb 25, 2025",25/02/25,Raghunath Reddy M,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EQ6X67cDQD9PpfQYB_fiHB0ByDNyQw7_dE4inGc_rptFIQ,
,16,No Topic Entered,"Feb 27, 2025",27/02/25,Raghunath Reddy M,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/ES87VFWX-oRPiJ5W2GVuERYB8iF8KT0HBqqKHMQe3uX1YQ,
,17,SDD and SDT,"Mar 13, 2025",13/03/25,Raghunath Reddy M,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EeMmAZLoSoRLspWTD-9eFCgBpeJ4pYLI6UaoA9X3FJmoGw,
,18,S-Attr Grammar & Dependency Graphs,"Mar 18, 2025",18/03/25,Raghunath Reddy M,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EVVrp7sh61RIrf4VKwqZrHMBnGSiJ8RLx4vPoWQdV4_HMA,
CS F303,1,No Topic Entered,"Jan 08, 2025",08/01/25,Nikumani Choudhury,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EQadqCS_L25Gq_fT-Z9KLSQBftYX9K7MlddxHhGEpMR3hg,
,2,No Topic Entered,"Jan 10, 2025",10/01/25,Nikumani Choudhury,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EcCSvo-imbJBnz2kr-sU8dsB0oVKwdzLy3_0txlnT7ZIjg,
,3,No Topic Entered,"Jan 13, 2025",13/01/25,Nikumani Choudhury,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EdMEwe9vm_ZPuU_TWAJQh4QBSn_MLEYa9ie726G3UvVMKg,
,4,No Topic Entered,"Jan 15, 2025",15/01/25,Nikumani Choudhury,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EaDRgrbZzjBFn2WD-_kYwkABN-f9VIMbPBYO7qzs9aSGTg,
,5,Http,"Jan 17, 2025",17/01/25,Nikumani Choudhury,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/ETemnFlFFHhBgFRjo2wU3qEBv8v55v8uZ8Tbp3uCkKlh3w,
,6,Web Cache,"Jan 20, 2025",20/01/25,Nikumani Choudhury,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EdgjeT82xodJgRf_bpLfLPwBfH9sZEfPXKBSLqjLY_YBoA,
,7,E-Mail,"Jan 22, 2025",22/01/25,Nikumani Choudhury,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EXxwREK5KeJEgJSN2rTfypAB7xbbryVz0DZkDKUtkqSYIg,
,8,DNS,"Jan 24, 2025",24/01/25,Nikumani Choudhury,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/ESYBYds-0UNAr8dou258g5MBy71cE_Kq5hE-NesJvxvPHA,
,9,No Topic Entered,"Jan 27, 2025",27/01/25,Nikumani Choudhury,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EX-jeN-W8K1CnX_z739QLYQBsv-3bLRRYjA7JFZum6hgrg,
,10,No Topic Entered,"Jan 29, 2025",29/01/25,Nikumani Choudhury,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EYOnVJMlVWZJqfC3mkyLAPYBxUZcp2Ci_P53tLuB03bsPA,
,11,UDP & RDT,"Jan 31, 2025",31/01/25,Nikumani Choudhury,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EV3LkcJpnx9JlSKjHU20e9wB4VzqQd3Kp7NIdDIrZDFLFA,
,12,RDT 2.2 & RDT 3.0,"Feb 03, 2025",03/02/25,Nikumani Choudhury,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EfhitqiXcfVKnHEseSrG6yQBWGVxEDoPRN9Zh4Z0_dY7rA,
,13,RDT 3.0 & Go Back N,"Feb 05, 2025",05/02/25,Nikumani Choudhury,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/Eak4DD-OkKZMkp4NVcKrrd8BKhxnplL3WNCYRR_6QSK53Q,
,14,GBN Qs+Selective Repeat,"Feb 07, 2025",07/02/25,Nikumani Choudhury,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EdmAD81W4dJJlGINa-7_InYBtL9vMKbJtlPvYFRwJwlzUA,
,15,TCP,"Feb 10, 2025",10/02/25,Nikumani Choudhury,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/ERxPzyuOIolKsY2xtjDYv-cBPvy3LydEkTNg79E8jTyK-A,
,16,No Topic Entered,"Feb 12, 2025",12/02/25,Nikumani Choudhury,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EQpMBn2OBR9EqJ4MOJBpc10BUWrTFKC4UNnzXqEXyhfGGw,
,17,No Topic Entered,"Feb 14, 2025",14/02/25,Nikumani Choudhury,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/ETJr-zSSj-BBghArrA2Muq8BCcYdI6l9PSTS3kaHt_c6TA,
,18,TCP Congestion,"Feb 17, 2025",17/02/25,Nikumani Choudhury,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/EcWEpJFoDzZCuurqgualPUABlCaXI5W1Vi5uEBDRzeU4dA,
,19,No Topic Entered,"Feb 19, 2025",19/02/25,Nikumani Choudhury,https://vspkms110405-my.sharepoint.com/:v:/g/personal/rohan_vspkms110405_onmicrosoft_com/ETGZ62T3jDJNvVDOcXykvzoBZFXaWJvbIxU1dtd_YU4rwQ,
,20,No Topic Entered,"Feb 21, 2025",21/02/25,Nikumani Choudhury,,
,21,No Topic Entered,"Feb 24, 2025",24/02/25,Nikumani Choudhury,,
,22,No Topic Entered,"Feb 28, 2025",28/02/25,Nikumani Choudhury,,
,23,No Topic Entered,"Mar 10, 2025",10/03/25,Nikumani Choudhury,,
,24,No Topic Entered,"Mar 11, 2025",11/03/25,Nikumani Choudhury,,
,25,No Topic Entered,"Mar 12, 2025",12/03/25,Nikumani Choudhury,,
,26,No Topic Entered,"Mar 17, 2025",17/03/25,Nikumani Choudhury,,
